filename,status,baseline_score,few_shot_examples_score,chain_of_thought_score
Effect+of+Mechanical+Forces+on+Fungal+Morphology_.txt,processed,0.8888888889,0.9,0.8
Evolution+of+azoreductases_.txt,processed,0,0.3,0.2
Putative+ACP+phosphodiesterase+gene+%28acpD%29+encodes+an+azoreductase_.txt,processed,0.1111111111,0.4,0.2
Molecular+characterization+of+Fusarium+Solani+degrades+a+mixture+of+low+and+high+molecular+weight+polycyclic+aromatic+hydrocarbons_.txt,processed,0.8888888889,1,1
DNA+damage+induced+by+red+food+dyes+orally+administered+to+pregnant+and+male+mice_.txt,processed,0,0.1,0.1
Are+baleen+whales+exposed+to+the+threat+of+microplastics%3F+A+case+study+of+the+Mediterranean+fin+whale+%28Balaenoptera+physalus%29_.txt,processed,0,0.2,0.2
Serotonin+toxicity+involving+MDMA+%28ecstasy%29+and+moclobemide_.txt,processed,0,0.2,0.1
Biodegradation+of+textile+dyes+by+fungi+isolated+from+North+Indian+field+soil_.txt,processed,1,0.9,1
Brain+stem+modulation+of+sensation%2C+movement%2C+and+consciousness_.txt,processed,0,0.2,0.1
Environ.+Sci.+Technol._.txt,processed,0,0.2,0.3
Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.txt,processed,1,0.9,1
Potential+of+carcinogenic+effects+of+hair+dyes_.txt,processed,0,0.2,0.1
Leaf-associated+bacteria+from+transgenic+white+poplar+%28Populus+alba+L.%29+producing+resveratrol-like+compounds%3A+isolation%2C+molecular+characterization+and+oxidative+stress+tolerance_.txt,processed,0.2222222222,0.8,0.2
Removal+of+acid+orang+7%28AO7%29+dye+from+aqueous+solution+by+using+of+adsorption+on+to+rice+stem+waste%3A+kinetic+and+equilibrium+study_.txt,processed,0.1111111111,0.4,0.2
Decolorization+and+toxicity+screening+of+selected+reactive+azo+dyes+under+methanogenic+conditions_.txt,processed,0.8888888889,0.9,0.9
Biodegradation+of+Congo+red+by+Phanerochaete+chrysosporium_.txt,processed,1,1,1
Effects+of+tween+20+on+enzyme+production+in+strains+producing+small+quantities+of+enzyme_.txt,processed,1,0.3,0.4
Biodegradation+of+triphenylmethane+dyes+by+Kurthia+spp._.txt,processed,0.1111111111,0.8,0.2
Phylogenetic+position+of+nitrate+reductase+in+microalgae_.txt,processed,0,0.2,0.3
Removal+of+organic+dyes+using+photocatalysts%3A+A+review_.txt,processed,0,0.3,0.2
Decolourisation+of+an+azo+dye+reactive+black+5+and+MnP+production+by+yeast+isolate%3A+Debaryomyces+polymorphus_.txt,processed,0,0.3,0.1
Recent+advances+in+azo+dye+degrading+enzyme+research..._.txt,processed,0.8888888889,0.8,0.9
Eco-friendly+biodegradation+of+Reactive+yellow+145+by+newly+isolated+Bacillus+boroniphlus+from+industrial+effluent_.txt,processed,0.3333333333,0.2,0.2
Microbial+decolorization+and+degradation+of+crystal+violet+dye+by+Aspergillus+niger_.txt,processed,1,1,0.9
Steam+Explosion+Lignins%3B+Their+Extraction%2C+Structure+and+Potential+as+Feedstock+for+Biodiesel+and+Chemicals_.txt,processed,0,0.3,0.1
A+statistical+model+for+identifying+proteins+by+tandem+mass+spectrometry_.txt,processed,0,0.2,0.1
Adsorption+of+dyes+on+activated+carbon+prepared+from+apricot+and+commercial+activated+carbon_.txt,processed,0,0.3,0.1
Nutrient+recovery+from+wastewater+streams+by+microalgae%3A+Status+and+prospects_.txt,processed,0.3333333333,0.7,0.4
Purification+and+identification+of+an+FMN-dependent+NAD+%28P%29+H+azoreductase+from+Enterococcus+faecalis_.txt,processed,0.7777777778,0.7,0.2
Microbial+decolourization+of+reactive+azo+dyes+in+a+sequential+anaerobic-aerobic+system_.txt,processed,0.1111111111,0.3,0.4
Efficacy+of+Ag%40TiO2+Core-Shell+Structured+Nanocatalysts+for+the+Photocatalytic+Degradation+of+Reactive+Blue+220+dye+under+UV+Light+Irradiation_.txt,processed,0.1111111111,0.2,0.1
Left+ventricular+outflow+obstruction+in+a+patient+with+undiagnosed+hypertrophic+cardiomyopathy._.txt,processed,0,0.1,0.1
Cloning+of+a+triphenylmethane+reductase+gene+from+Citrobacter+sp.+KCTC+18061P_.txt,processed,0.7777777778,0.9,0.8
Phenolic+azo+dye+oxidation+by+laccase+from+Pyricylaria+oryzae_.txt,processed,0.2222222222,0.8,0.3
Molecular+approaches+for+bacterial+azoreductases_.txt,processed,0.6666666667,0.8,0.2
Incomplete+taxon+sampling+is+not+a+problem+for+phylogenetic+inference_.txt,processed,0,0.1,0.1
Decoloration+of+organic+dyes+using+zeolites+supported+Fe-doped+ZnO+under+UV+light+irradiation_.txt,processed,0,0.2,0.1
Chiral+biopolyesters%E2%80%93polyhydroxyalkanoates+synthesized+by+microorganisms_.txt,processed,0,0.4,0.3
Sequencing+batch+reactors+for+biological+wastewater+treatment_.txt,processed,0,0.3,0.2
Probability-based+protein+identification+by+searching+sequence+databases+using+mass+spectrometry+data_.txt,processed,0,0.1,0.1
Application+of+pharmacokinetic-pharmacodynamic+modelling+in+management+of+QT+abnormalities+after+citalopram+overdose_.txt,processed,0,0.2,0.1
Cancer+incidence+among+women+in+the+workplace%3A+a+study+of+the+association+between+occupation+and+industry+and+11+cancer+sites_.txt,processed,0,0.1,0.1
Persistent+nonconvulsive+status+epilepticus+after+the+control+of+convulsive+status+epilepticus_.txt,processed,0,0.1,0.1
Sequencing+batch+reactor+biofilm+system+for+treatment+of+milk+industry+wastewater_.txt,processed,0.1111111111,0.2,0.2
Degradation+of+1%2C1%2C1-Trichloro-2%2C2-Bis%284-chlorophenyl%29ethane+%28DDT%29+by+brown-rot+fungi_.txt,processed,0.3333333333,0.9,0.6
Design+and+Synthesis+of+Nano-Photosensitizers+for+various+biomedical+applications_.txt,processed,0,0.2,0.1
Studies+on+the+microbial+lipase-mediated+enantiospecific+hydrolysis+of+methoxyphenyl+glycidic+acid+methyl+ester+%28%C2%B1%29+MPGM_.txt,processed,0.2222222222,0.2,0.3
Synergistic+effect+of+status+epilepticus+and+ischemic+brain+injury+on+mortality_.txt,processed,0,0.2,0.1
Nonlinear+principal+component+analysis+using+autoassociative+neural+networks_.txt,processed,0,0.1,0.1
Removal+of+congo+red+dye+onto+coconut+%28cocos+nucifera%29+shell+and+bael+%28aegle+marmelos%29+extracts+using+taguchi+approach_.txt,processed,0,0.4,0.2
Biodegradation+and+detoxification+of+textile+azo+dyes+by+bacterial+consortium+under+sequential+microaerophilic%2Faerobic+processes_.txt,processed,0.1111111111,0.8,0.4
Removal+of+azo+dyes+from+water+by+UV-irradiated+degradation+in+TiO2+suspensions_.txt,processed,0.1111111111,0.3,0.3
Extracellular+polysaccharides+%28EPS%29+produced+by+diatoms+are+responsible+for+the+attachment+of+the+cells+and+that+well+attached+Navicula+sp.+produced+the+largest+number+of+post-larvae+with+the+highest+_.txt,processed,0.3333333333,0.3,0.2
Decolorization+of+mixtures+of+different+reactive+textile+dyes+by+the+white-rot+basidiomycete+Phanerochaete+sordida+and+inhibitory+effect+of+polyvinyl+alcohol_.txt,processed,1,0.9,0.9
Selection+of+indicator+bacteria+based+on+screening+of+16S+rDNA+metagenomics+library+from+a+two-stage+anoxic-oxic+bioreactor+system+degrading+azo+dyes_.txt,processed,0.2222222222,0.6,0.2
Influence+of+aromatic+substitution+patterns+on+azo+dye+degradability+by+Streptomyces+spp.+and+Phanerochaete+chrysosporium_.txt,processed,1,0.9,0.8
Biomimetic+materials+for+tissue+engineering_.txt,processed,0,0.1,0.1
Removal+of+a+dye+from+aqueoussolution+by+the+fungus+Asperillus+niger_.txt,processed,0.8888888889,0.9,1
Ingestion+of+Plastic+Microfibers+by+the+Crab+Carcinus+maenas+and+Its+Effect+on+Food+Consumption+and+Energy+Balance_.txt,processed,0.1111111111,0.2,0.1
Synthesis+of+silver+and+selenium+nanoparticles+using+various+plant+extracts+and+their+therapeutic+applications_.txt,processed,0.3333333333,0.3,0.5
Photodegradation+of+commercial+dye%2C+CI+Reactive+Blue160+using+ZnO+nanopowder%3A+Degradation+pathway+and+identification+of+intermediates+by+GC%2FMS_.txt,processed,0.2222222222,0.2,0.1
Mechanisms+of+azo+reduction+by+Streptococcus+faecalis_.txt,processed,1,0.8,0.3
Optimization+of+the+Fenton+oxidation+of+wastewater+generated+by+rape+oil+soapstock+splitting_.txt,processed,0.2222222222,0.4,0.9
Biodegradation+of+dye+solution+containing+Malachite+Green%3A+optimization+of+effective+parameters+using+Taguchi+method_.txt,processed,0,0.3,0.1
Identification+of+the+meiotic+life+cycle+stage+of+Trypanosoma+brucei+in+the+tsetse+fly_.txt,processed,0,0.1,0.1
Decolourization+of+azo+dyes+by+a+newly+isolated+Klebsiella+sp.+strain+Y3%2C+and+effects+of+various+factors+on+biodegradation_.txt,processed,0.1111111111,0.5,0.3
Decolorization+of+azo-reactive+dye+by+polyphosphate+and+glycogen-accumulating+organisms+in+an+anaerobic-aerobic+sequencing+batch+reactor_.txt,processed,0.2222222222,0.3,0.2
Investigation+on+the+biodegradation+of+polyesters+by+isolated+mesophilic+microbes_.txt,processed,1,0.9,1
Influence+of+high+NaCl+and+NH4Cl+salt+levels+on+methanogenic+associations_.txt,processed,0,0.3,0.1
Malignant+hyperthermia_.txt,processed,0,0.2,0.1
Monitoring+batch+processes+using+multiway+principal+component+analysis_.txt,processed,0,0.1,0.1
Fungal+Secretomes+-+Nature%27s+Toolbox+for+White+Biotechnology_.txt,processed,0.6666666667,0.5,0.5
Decolorization+kinetics+of+recombinant+Escherichia+coli+strain+harboring+azo+dye+decolorization+determinants+for+Rhodococcus+sp._.txt,processed,0.4444444444,0.3,0.2
Biodegradability+of+azo+and+triphenylmethane+dyes+by+Pseudomonas+pseudomallei+13NA_.txt,processed,0.1111111111,0.7,0.4
Adsorption+isotherms+and+kinetic+studies+of+crystal+violet+dye+removal+from+aqueous+solution+using+surfactant+modified+magnetic+nanoadsorbent_.txt,processed,0,0.4,0.6
The+roles+of+bacteria+and+micro+and+macro+algae+in+abalone+aquaculture%3A+a+review_.txt,processed,0,0,0
Diatom+Flora+of+Marine+Coasts+I_.txt,processed,0,0.3,0.4
Adsorption+of+malachite+green+onto+Pithophora+sp.%2C+a+fresh+water+algae%3A+equilibrium+and+kinetic+modelling_.txt,processed,0,0.2,0.1
The+microbiological+decolorization+of+an+industrial+effluent+containing+a+diazo-linked+chromophore_.txt,processed,0.8888888889,0.8,0.9
Decolorization+and+detoxification+of+textile+organic+effluents+by+Alcaligenes+sp.+and+application+of+medicinal+plants+to+investigate+acute+toxicity+of+degraded+products_.txt,processed,0.7777777778,0.4,0.1
Marine+Anthropogenic+Litter_.txt,processed,0,0.1,0.1
Antidepressants+and+the+serotonin+syndrome+in+general+practice_.txt,processed,0,0.1,0.1
Textile+wastewater+effluent+toxicity+identification+evaluation_.txt,processed,0,0.2,0.1
Non-involvement+of+lignin+peroxidase+and+manganese+peroxidase+in+a+2%2C4%2C5-trichlorophenoxyacetic+acid+degradation+by+Phanerochaete+chrysosporium_.txt,processed,0,0.3,0.1
Photocatalytic+degradation+of+various+types+of+dyes+%28Alizarin+S%2C+Crocein+Orange+G%2C+Methyl+Red%2C+Congo+Red%2C+Methylene+Blue%29+in+water+by+UV-irradiated+titania_.txt,processed,0,0.3,0.2
Enhanced+decolorization+and+biodegradation+of+textile+azo+dye+Scarlet+R+by+using+developed+microbial+consortium-GR_.txt,processed,0.2222222222,0.7,0.1
Ammonium+sulfate+solution+from+ammonia+stripping_.txt,processed,0.3333333333,0.2,0.1
Ammonium+and+nitrate+uptake+competition+in+green+microalgae_.txt,processed,0,0.1,0.1
Bioremediation+of+crystal+violet+using+air+bubble+bioreactor+packed+with+Pseudomonas+aeruginosa_.txt,processed,0.5555555556,0.8,0.3
Mouse+Lymphoma+Assay+of+CI+Disperse+Red+60_.txt,processed,0,0.1,0.1
A+large+prospective+study+of+meat+consumption+and+colorectal+cancer+risk%3A+an+investigation+of+potential+mechanisms+underlying+this+association_.txt,processed,0,0.1,0.1
Status+epilepticus+after+stroke_.txt,processed,0,0.2,0.1
Tensor-to-Tensor+Projection_.txt,processed,0,0.1,0.1
Rapid+decoloration+of+Reactive+Black+5+by+an+advanced+Fenton+process+in+conjunction+with+ultrasound_.txt,processed,0,0.5,0.2
Genotoxic+effects+of+triarylmethane+dye+Acid+Green+16_.txt,processed,0,0.1,0.1
Activity+of+azoreductase+and+dye+detoxification_.txt,processed,0.1111111111,0.8,0.2
Screening+of+novel+laccase+producers+-+Isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_.txt,processed,0.8888888889,1,1
Decolorization+of+textile+azo+dye+acid+orange+by+Staphylococcus+hominis+RMLRT0_.txt,processed,0.3333333333,0.3,0.2
Manipulation%2C+display%2C+and+analysis+of+three-dimensional+biological+images_.txt,processed,0,0.1,0.1
Characterization+of+genes+for+enzymes+involved+in+azo+dye+degradation_.txt,processed,0.8888888889,0.8,0.3
Studies+on+the+decolorization+of+malachite+green+by+the+local+isolate+Acremonium+kiliense_.txt,processed,0.1111111111,0.8,0.3
High-resolution+confocal+imaging+and+three-dimensional+rendering_.txt,processed,0,0.2,0.1
Nuclear+envelope+breakdown+is+likely+to+be+caused+by+phosphorylation+of+lamins_.txt,processed,0,0.2,0.1
Effect+of+carbon+surface+chemistry+on+the+removal+of+reactive+dyes+from+textile+effluent_.txt,processed,0.1111111111,0.3,0.2
Identifications+of+genes+required+for+decolorization+of+crystal+violet+in+Citrobacter+sp.+MY-5_.txt,processed,0.1111111111,0.3,0.1
Summary+of+open+reading+frame+prediction+of+pAM1+insert+using+Entrez+PubMed+blastx_.txt,processed,1,0.8,0.3
Rozk%C5%82ad+organicznych+zanieczyszcze%C5%84+wody+w+procesach+pog%C5%82%C4%99bionego+utleniania_.txt,processed,0,0.1,0
The+lactic+acid+Bacteria%3A+Host+and+Son.+Copenhagen+Denmark_.txt,processed,0,0.1,0.1
Removal+of+the+hazardous+dye+-Tartrazine+by+photodegradation+on+titanium+dioxide+surface_.txt,processed,0,0.2,0.1
Characteristics+of+two+classes+of+azo+dye+reductase+activity_.txt,processed,0.7777777778,0.7,0.2
Concomitant+mineralization+and+detoxification+of+Acid+Red+88+by+an+indigenous+acclimated+mixed+culture_.txt,processed,0.4444444444,0.3,0.3
Azoreductase+activity+involves+NADPH+as+well+as+an+electron+donor_.txt,processed,0.7777777778,0.8,0.2
Marine+birds+as+sentinels+of+environmental+pollution_.txt,processed,0,0.2,0.1
Enhanced+removal+of+cephalosporin+based+antibiotics+%28CBA%29+from+water+by+one-pot+electrosynthesized+Mg%28OH%292%3A+a+combined+theoretical+and+experimental+study+to+pilot+scale_.txt,processed,1,0.3,0.1
Biological+decolorization+of+the+reactive+dyes+Reactive+Black+5+by+a+novel+isolated+bacterial+strain+Enterobacter+sp.+EC3_.txt,processed,0.4444444444,0.3,0.2
Effects+of+exposure+to+selective+serotonin+reuptake+inhibitors+during+pregnancy+on+serotonergic+symptoms+in+newborns+and+cord+blood+monoamine+and+prolactin+concentrations_.txt,processed,0,0.1,0.1
Metabolism+of+diaziquone+by+NAD%28P%29H%3A%28quinone+acceptor%29+oxidoreductase+%28DT-diaphorase%29%3A+role+in+diaziquone-induced+DNA+damage+and+cytotoxicity+in+human+colon+carcinoma+cells_.txt,processed,0,0.1,0.1
Removal+of+p-chlorophenol+by+the+marine+microalga+Tetraselmis+marina_.txt,processed,0.2222222222,0.3,0.6
Fungal+laccases+as+tools+for+the+synthesis+of+new+hybrid+molecules+and+biomaterials_.txt,processed,0.1111111111,0.4,0.9
Propofol+and+thiopental+for+refractory+status+epilepticus+in+children_.txt,processed,0,0.2,0.1
Cleavage+of+Structural+Proteins+during+the+Assembly+of+the+Head+of+Bacteriophage+T4_.txt,processed,0,0.1,0.1
Biodegradation+of+triphenylmethane+and+azo+dyes+by+Citrobacter+sp.+MY-5_.txt,processed,0.5555555556,0.9,0.8
Exploration+of+Amycolatopsis+diversity_.txt,processed,0,0.2,0.2
Optimization+of+process+parameters+for+the+growth+and+production+of+mycophenolic+acid+by+Penicillium+brevicompactum+and+its+application+through+nanoformulations_.txt,processed,0.2222222222,0.2,0.5
Treatment+of+tectilon+yellow+2G+by+Chlorella+vulgaris_.txt,processed,0.6666666667,0.8,0.4
Simultaneous+co-metabolic+decolourisation+of+azo+dye+mixtures+and+bio-electricity+generation+under+thermophillic+%2850%C2%B0C%29+and+saline+conditions+by+an+adapted+anaerobic+mixed+culture+in+microbial+fuel+ce_.txt,processed,0,0.3,0.3
Biodegradation+and+detoxification+of+disperse+azo+dye+Rubine+GFL+and+textile+industry+effluent+by+defined+fungal-bacterial+consortium_.txt,processed,0.2222222222,0.2,0.1
Generalized+convulsive+status+epilepticus_.txt,processed,0,0.2,0.1
Occurrence+and+persistence+of+dyes+in+a+Canadian+river_.txt,processed,0.2222222222,0.3,0.3
Comparison+of+chromosome+aberration+frequency_.txt,processed,0,0.1,0.1
Fungal+decolorization+of+dye+wastewaters%3A+a+review_.txt,processed,1,0.9,0.9
Malachite+green+and+crystal+violet+decolorization+by+Ganoderma+lucidum+and+Pleurotus+ostreatus+supernatant+and+by+rGlLCC1+and+rPOXA+1B+concentrates%3A+Molecular+docking+analysis_.txt,processed,1,0.8,0.7
Effect+of+preservatives+on+the+stability+of+lysozyme_.txt,processed,0.6666666667,0.4,0.1
Removal+of+Vat+Dyes+from+Textile+Wastewater+Using+Biosludge_.txt,processed,0,0.5,0.3
Accelerated+decolorization+of+structurally+different+azo+dyes+by+newly+isolated+bacterial+strains_.txt,processed,0.7777777778,0.8,0.2
Nitrogen+removal+performance+in+pilot-scale+solid-phase+denitrification+systems+using+novel+biodegradable+blends+for+treatment+of+wastewater+treatment+plants+effluent_.txt,processed,0.2222222222,0.2,0.3
Decolourization+of+Solar+golden+yellow+R+direct+textile+dye+by+Schizophyllum+commune+IBL-06_.txt,processed,1,0.9,1
Decolorization+of+Orange+II+using+an+anaerobic+sequencing+batch+reactor+with+and+without+co-substrates_.txt,processed,0.2222222222,0.3,0.7
Differences+in+algal+percentage+coverage+among+treatments+were+not+significant_.txt,processed,0,0.2,0.1
Electricigens+decompose+lactic+acid+and+small+organic+matter+to+produce+e-+and+H%2B_.txt,processed,0.2222222222,0.7,0.7
Comparative+analysis+of+the+degradation+of+crystal+violet+by+various+bacterial+species_.txt,processed,0,0.3,0.3
Aniline+degradation+by+Electro-Fenton+and+peroxi-coagulation+processes+using+a+flow+reactor+for+wastewater+treatment_.txt,processed,0.2222222222,0.2,0.1
Declourization+of+Sulfonphtaleindyes+by+Manganese+Peroxidase+activity+of+the+White-Rot+fungus+Phanerochaete+chrysoporium_.txt,processed,0.8888888889,0.9,0.9
Study+on+Oxygen+Mass+Transfer+Characteristics+in+the+Aeration+Process_.txt,processed,0.1111111111,0.3,0.2
Biodegradation+of+crystal+violet+by+Citrobacter+sp.+strain+KCTC+18061P%3A+Purification%2C+characterization%2C+gene+cloning%2C+and+overexpression+of+a+functional+protein+in+Escherichia+coli_.txt,processed,0.8888888889,0.8,0.4
Artificial+media+for+freshwater+algae%3A+problems+and+suggestions_.txt,processed,0,0.3,0.1
DNA+extraction+from+soil%3A+comparison+of+different+methods+using+spore-forming+bacteria+and+the+swrAA+gene+as+indicators_.txt,processed,0.2222222222,0.3,0.2
Trends+in+electro-Fenton+process+for+water+and+wastewater+treatment%3A+An+overview_.txt,processed,0,0.3,0.2
A+new+screening+system+for+NAD%28P%29H%3Aquinone+oxidoreductase+%28NQO1%29-directed+antitumor..._.txt,processed,0,0.1,0.1
Potential+of+a+low-cost+bentonite+for+heavy+metal+abstraction+from+binary+component+system_.txt,processed,0,0.2,0.1
CFD+simulations+of+an+air-water+bubble+column%3A+Effect+of+Luo+coalescence+parameter+and+breakup+kernels_.txt,processed,0,0.2,0.1
Decolorization+of+textile+plant+effluent+by+Citrobacter+sp.+strain+KCTC+18061P_.txt,processed,0.5555555556,0.4,0.5
Catalytic+behavior+and+detoxifying+ability+of+an+atypical+homotrimeric+laccase+from+the+thermophilic+strain+Scytalidium+thermophilum+on+selected+azo+and+triarylmethane+dyes_.txt,processed,1,0.9,1
Biosorption+of+three+acid+dyes+by+the+brown+macroalga+Stoechospermum+marginatum%3A+Isotherm%2C+kinetic+and+thermodynamic_.txt,processed,0.7777777778,0.3,0.3
Time-lapse%2C+three-dimensional+data+recorded+in+living+embryos_.txt,processed,0,0.2,0.1
