id,filename,status,baseline_dye_1_score,baseline_dye_2_score,baseline_dye_3_score,few_shot_dye_1_score,few_shot_dye_2_score,few_shot_dye_3_score,cot_dye_1_score,cot_dye_2_score,cot_dye_3_score
101765,Nonconvulsive+status+epilepticus+in+elderly+individuals%3A+report+of+four+representative+cases_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
101766,Reduction+of+an+azo+dye+acid+black+24+solution+using+synthesized+nanoscale+zero-valent+iron+particles_.txt,processed,1.0,1.0,0.9,0.8,0.9,0.8,1.0,0.8,0.9
101767,Identification+and+characterization+of+genetic+elements+from+Amycolatopsis+species_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0
101768,Macroporous+and+nanofibrous+polymer+scaffolds+and+polymer%2Fbone-like+apatite+composite+scaffolds+generated+by+sugar+spheres_.txt,processed,0.5,0.8,0.3,0.2,0.2,0.2,0.3,0.1,0.1
101769,Rf+values+calculated+from+TLC_.txt,processed,1.0,0.9,1.0,1.0,0.9,1.0,0.9,0.9,1.0
101770,The+lifespan+of+ingested+plastic+particles+in+seabirds+and+their+effect+on+digestive+efficiency_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
101771,Degradation+of+methyl+violet+6B+dye+by+the+Fenton+process_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0
101772,Evaluation+of+muscle+hypoxanthine+and+total+volatile+bases+as+potential+quality+indices_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
101773,Studying+Bacterial+Selenium+Methylation+at+Environmental+Relevant+Concentrations_.txt,processed,0.1,0.1,0.1,0.3,0.2,0.3,0.1,0.1,0.1
101774,Sources%2C+fate+and+effects+of+microplastics+in+the+marine+environment_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.4,0.1
101775,Photo-Fenton+degradation+of+alachlor+in+the+presence+of+citrate+solution_.txt,processed,0.8,1.0,0.9,0.9,0.9,0.9,0.7,0.8,0.9
101776,The+incentive+program+for+fishermen+to+collect+marine+debris+in+Korea_.txt,processed,0.2,0.2,0.1,0.3,0.3,0.3,0.1,0.1,0.1
101777,Sewage+treatment+using+immobilized+microalgae_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,1.0
101778,Kinetics+of+phenol+biodegradation+in+high+salt+solutions_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
101779,DFT+insights+into+the+electronic+properties+and+adsorption+mechanism+of+HS-+on+smithsonite+%28101%29+surface_.txt,processed,1.0,1.0,1.0,0.2,0.3,0.3,0.3,0.7,0.7
101780,Water+treatment+unit+processes%3A+physical+and+chemical_.txt,processed,0.1,0.1,0.3,0.3,0.5,0.5,0.2,0.2,0.8
101781,Synthesis%2C+characterization+and+dye+removal+ability+of+high+capacity+polymeric+adsorbent%3A+Polyaminoimide+homopolymer_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0
101782,The+degradation+of+dyestuffs%3A+Part+II%2C+Behaviour+of+dyestuffs+in+aerobic+biodegradation+test_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101783,A+doubly+inducible+system+for+RNA+interference+and+rapid+RNAi+plasmid+construction+in+Trypanosoma+brucei_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.3,0.1
101784,Regulation+of+key+enzyme+steps+in+the+shikimate+pathway+and+phenylalanine-specific+pathway+of+the+actinomycete+Amycolatopsis+methanolica_.txt,processed,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1
101785,Toxicity+of+nickel%2C+zinc+and+cadmium+to+nitrate+uptake+in+free+and+immobilized+cells+of+Scenedesmus+quadricauda_.txt,processed,0.1,0.1,0.3,0.3,0.3,0.3,0.1,0.1,0.2
101786,Untangling+the+nitrate+removal+pathways+for+a+constructed+wetland-sponge+iron+coupled+system+and+the+impacts+of+sponge+iron+on+a+wetland+ecosystem_.txt,processed,1.0,1.0,0.9,0.8,0.5,0.7,0.9,0.6,0.9
101787,Treatment+of+textile+waste+effluent+by+ozonation+and+chemical+coagulation_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101788,Reduction+of+azo+dyes+by+redox+mediators+originating+in+the+naphthalenesulfonic+acid+degradation+pathway+of+Sphingomonas+sp.+strain+BN6_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0
101789,Immunodetection+of+NAD%28P%29H%3Aquinone+oxidoreductase+1+%28NQO1%29+in+human+tissues_.txt,processed,0.3,0.2,0.1,0.3,0.3,0.3,0.4,0.3,0.2
101790,Struvite+precipitation+from+various+wastewaters_.txt,processed,1.0,1.0,1.0,0.8,0.8,0.9,0.8,0.4,0.3
101791,Decolourization+and+biodegradation+of+N%2CN-dimethyl-p-phenylenediamine+by+Klebsiella+pneumoniae+RS-13+and+Acetobacter+liquefaciens+S-1_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
101792,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
101793,Biochemical+and+molecular+characterization+of+an+Azoreductase+from+Staphylococcus+aureus%2C+a+tetrameric+NADPH%E2%80%93dependent+flavoprotein_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
101794,On-line+spectrophotometric+method+for+the+determination+of+optimum+operation+parameters+on+the+decolorization+of+Acid+Red+66+and+Direct+Blue+71+from+aqueous+solution+by+Fenton+process_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101795,Effect+of+environmental+condition+on+biological+decolorization+of+textile+dyestuff+by+C.+versicolor_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101796,Control+mechanisms+involved+in+the+initiation+of+mitosis_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
101797,Serotonin+syndrome%3A+presentation+of+2+cases+and+review+of+the+literature_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
101798,Microaerophilic-aerobic+sequential+batch+reactor+for+treatment+of+azo+dyes+containing+simulated+wastewater_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,0.9,1.0,1.0
101799,Lidocaine+in+refractory+status+epilepticus%3A+confirmation+of+efficacy+with+continuous+EEG+monitoring_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
101800,Treatment+of+textile+wastewater+by+homogeneous+and+heterogeneous+Fenton+oxidation+processes_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,0.9,1.0,1.0
101801,Characterization+of+a+NADH%3A+dichloroindophenol+oxidoreductase+from+Bacillus+subtilis..._.txt,processed,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.9
101802,Recent+Industrial+Applications+of+Lignin%3A+A+Sustainable+Alternative+to+Nonrenewable+Materials_.txt,processed,0.2,0.3,0.4,0.3,0.3,0.2,0.6,0.8,0.6
101803,Preperation%2C+characterization+and+application+of+nanosized+copper+ferrite+photocatalysts+for+dye+degradation+under+UV+irradiation_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
101804,Evaluation+of+the+mutagenic+activity+of+a+series+of+diazo+compounds+derived+from+benzidine_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,0.5,0.9,0.8
101805,Agricultural+based+activated+carbons+for+the+removal+of+dyes+from+aqueous+solutions%3A+A+review_.txt,processed,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
101806,Acute+renal+failure+following+para-phenylenediamine+%28PPD%29+poisoning%3A+a+case+report+and+review_.txt,processed,0.6,0.3,0.1,0.3,0.4,0.3,0.5,0.4,0.7
101807,Enhanced+decolorization+and+biodegradation+of+reactive+dyes+and+dye+wastewater+by+a+developed+bacterial+consortium_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101808,Decolorization+of+the+textile+dyes+by+newly+isolated+bacterial+strains_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101809,Adverse+neurologic+effect+of+methylene+blue+used+during+parathyroidectomy._.txt,processed,0.2,0.1,0.1,0.2,0.2,0.3,0.1,0.3,0.1
101810,Serotonin+syndrome+following+Methylene+Blue+infusion%3A+a+rare+complication+of+antidepressant+therapy_.txt,processed,0.1,0.5,0.1,0.3,0.2,0.3,0.1,0.3,0.2
101811,Long-term+toxicity+and+carcinogenicity+study+of+cyclamate+in+nonhuman+primates_.txt,processed,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4
101812,Development+of+novel+conductometric+biosensors+based+on+immobilized+whole+cell+Chlorella+vulgaris+microalgae_.txt,processed,1.0,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.6
101813,The+pathophysiology+of+serotonin+toxicity+in+animals+and+humans%3A+implications+for+diagnosis+and+treatment_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
101814,Relative+toxicity+of+selective+serotonin+reuptake+inhibitors+%28SSRIs%29+in+overdose._.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
101815,Decolorization+of+molasses+and+a+dye+by+a+newly+isolated+strain+of+the+fungus+Geotrichum+candidum+Dec+1_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9
101816,Use+of+sequencing+batch+reactors+and+fenton%E2%80%99s+reagent+to+treat+a+wastewater+from+a+textile+industry_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9
101817,Carrier-mediated+release+of+serotonin+by+3%2C4-methylenedioxymethamphetamine%3A+implications+for+serotonin-dopamine+interactions_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.3,0.1,0.1,0.1
101818,Taxonomy+and+ecology%3A+An+inseparable+pair_.txt,processed,0.1,0.5,0.1,0.3,0.3,0.3,0.1,0.1,0.1
101819,Occurrence+of+multiple+metal-resistance+in+bacterial+isolates+associated+with+transgenic+white+poplars+%28Populus+alba+L.%29_.txt,processed,0.9,0.8,0.6,0.3,0.3,0.3,0.2,0.2,0.1
101820,Dyes+decolorized+by+combined+SlivCV+clones_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
101821,Biodegradation+of+disperse+textile+dye+brown+3REL+by+newly+isolated+Bacillus+sp.+VUS_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
101822,Detoxification+of+azo+dyes+by+a+novel+pH-versatile%2C+salt-resistant+laccase+from+Streptomyces+ipomoea_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
101823,Bioaugmentation+on+decolorization+of+CI+Direct+Blue+71+by+using+genetically+engineered+strain+Escherichia+coli+JM109+%28pGEX-AZR%29_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101824,Mycobacterium+smegmatis+mc2+155+fbiC+and+MSMEG_2392+are+involved+in+triphenylmethane+dye+decolorization+and+coenzyme+F420+biosynthesis_.txt,processed,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.3
101825,Immersion+calorimetry+studies+of+the+interaction+of+water+with+silica+surfaces_.txt,processed,0.7,0.8,0.5,0.5,0.3,0.3,0.5,0.7,0.4
101826,Bioremediation+of+pendimethalin-contaminated+soil_.txt,processed,0.3,0.8,0.3,0.2,0.1,0.3,0.3,0.3,0.5
101827,Degradation+of+Azo-Dye-Rp2B+by+Pseudomonas+luteola_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101828,Designer+self-assembling+peptide+scaffolds+for+3-D+tissue+cell+cultures+and+regenerative+medicine_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
101829,Synthesis%2C+biological+evaluation+and+physicochemical+parameter+studies+of+potential+topoisomerase+inhibitors_.txt,processed,0.8,1.0,0.9,0.9,0.9,0.9,1.0,0.9,1.0
101830,CNS+toxicity+involving+methylene+blue%3A+the+exemplar+for+understanding+and+predicting+drug+interactions+that+precipitate+serotonin+toxicity_.txt,processed,0.5,0.3,0.6,0.3,0.3,0.3,0.2,0.3,0.4
101831,Effect+of+carrageenan+immobilization+on+the+physiological+activities+of+Chlorella+vulgaris_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.3,0.8
101832,Effective+degradation+of+dyes+by+Fenton+process_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
101833,Fishing+for+energy%3A+A+public-private+partnership+approach+to+preventing+and+reducing+derelict+fishing+gear_.txt,processed,1.0,1.0,1.0,0.3,0.5,0.2,0.2,0.1,0.3
101834,Synergistic+action+of+azoreductase+and+laccase+leads+to+maximal+decolourization+and..._.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
101835,Monitoring+batch+processes+using+multivariate+statistical+tools%3A+Extensions+and+practical+issues_.txt,processed,0.3,0.1,0.1,0.2,0.3,0.4,0.1,0.2,0.1
101836,Accumulation+and+fragmentation+of+plastic+debris+in+global+environments_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.1
101837,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye..._.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
101838,UNEP%2FIOC+guidelines+on+survey+and+monitoring+of+marine+litter_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.1,0.4,0.1,0.1
101839,Ozonation+of+the+purified+hydrolyzed+azo+dye+Reactive+Red+120+%28CI%29_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101840,Decolourization+and+detoxification+of+textile+dyes+with+a+laccase+from+Trametes+hirsute_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101841,Malignant+diseases+Text+Book+of+Medicine_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
101842,Enhancement+of+dye+oxidation+in+the+presence+of+nitrate_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
101843,Ecofriendly+degradation+of+sulfonated+diazo+dye+C.I.+Reactive+Green+19A+using+Micrococcus+glutamicus+NCIM-2168_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101844,Biotransformation+of+poly+R-478+by+continuous+cultures+of+PVAL-encapsulated+Trametes+versicolor+under+non-sterile+conditions_.txt,processed,1.0,0.9,1.0,0.9,0.9,0.9,0.9,1.0,0.9
101845,Full+factorial+experimental+design+analysis+of+reactive+dye+removal+by+carbon+adsorption_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0
101846,Dissociation+of+the+neurochemical+and+behavioral+toxicology+of+MDMA+%28%27Ecstasy%27%29+by+citalopram_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
101847,Deciphering+simultaneous+bioelectricity+generation+and+dye+decolorization+using+Proteus+hauseri_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
101848,Molecular+cloning%2C+overexpression%2C+purification%2C+and+characterization_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0
101849,Sonocatalytic+degradation+of+Direct+Blue+71+azo+dye+at+the+presence+zero+valent+iron+%28ZVI%29_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101850,Wastewater+Engineering%3A+Treatment%2C+Disposal%2C+Reuse_.txt,processed,0.5,0.8,1.0,0.8,0.8,0.8,0.4,0.5,0.6
101851,The+chronic+effect+of+nitrate+on+production+performance+and+health+status+of+juvenile+turbot+%28Psetta+maxima%29_.txt,processed,0.6,0.1,1.0,0.8,0.8,0.8,0.8,0.8,0.5
101852,Plastic+Accumulation+in+the+North+Atlantic+Subtropical+Gyre_.txt,processed,0.3,0.1,0.3,0.1,0.2,0.3,0.1,0.1,0.1
101853,Biodegradation+of+azo+dyes+by+bacteria_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101854,Performance+of+double-layer+biofilter+packed+with+coal+fly+ash+ceramic+granules+in+treating+highly+polluted+river+water_.txt,processed,1.0,1.0,0.9,0.2,0.5,0.3,0.3,0.6,0.2
101855,Pharmacogenetics+of+antidepressant+medication+intolerance_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
101856,Identification+of+a+mutagenic+substance+in+Rubia+tinctorum_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9
101857,Induction+of+settlement+in+competent+abalone+larvae_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
101858,Bubble+behaviour+and+flow+structure+of+bubble+columns_.txt,processed,0.9,1.0,0.1,0.2,0.3,0.2,0.2,0.1,0.1
101859,Mechanistic+insight+into+triphenylmethane+dye+degradation_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
101860,Statistical+process+control+of+multivariate+processes_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
101861,Biodegradation+of+azo+dyes+by+the+lignin-degrading+fungus+Phanerochaete+chrysosporium_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,0.9,1.0,1.0
101862,Characteristics+of+two+classes+of+azo+dye+reductase+activity+associated+with+rat+liver+microsomal+cytochrome+P450_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
101863,Marine+debris+monitoring+programs%E2%80%94A+review+of+methods+with+special+reference+to+national+surveys_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.3,0.1,0.1,0.1
101864,Kinetics+and+mechanism+of+Reactive+Red+141+degradation+by+a+bacterial+isolate+Rhizobium+radiobacter+MTC+8161_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101865,Water+pollution+biology_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
101866,Mobile+and+localized+protons%3A+a+framework+for+understanding+peptide+dissociation_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
101867,Peptone%E2%80%93induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
101868,The+induction+of+larval+settlement+and+metamorphosis+of+two+sea+urchins%2C+Pseudocentrotus+depressus+and+Anthocidaris+crassispina%2C+by+free+fatty+acids+extracted+from+the+coralline+red+alga+Corallina+pil_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
101869,Soil+reaction.+In%3A+Environmental+soil+science_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.2
101870,Potential+applications+of+laccase+in+the+food+industry_.txt,processed,0.7,0.3,0.8,0.8,0.8,0.8,0.7,0.8,0.9
101871,Dye+adsorption+behavior+of+Luffa+cylindrica+fibers_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
101872,Isolation%2C+Identification+and+Germplasm+Preservation+of+Different+Native+Spirulina+Species+from+Western+Mexico_.txt,processed,0.8,0.9,1.0,0.8,0.8,0.8,0.6,0.2,0.2
101873,Mechanisms+and+microbial+structure+of+partial+denitrification+with+high+nitrite+accumulation_.txt,processed,0.8,0.9,0.9,0.3,0.3,0.3,0.3,0.3,0.3
101874,Treatment+of+dyeing+wastewater+with+ACF+electrodes_.txt,processed,1.0,1.0,1.0,0.8,0.8,0.9,0.9,0.9,1.0
101875,Solid+solutioning+in+equiatomic+alloys%3A+Limit+set+by+topological+instability_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
101876,Classification+of+bacterial+azoreductases_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
101877,A+Modified+Bubble+Breakage+and+Coalescence+Model+Accounting+the+Effect+of+Bubble-Induced+Turbulence+for+CFD-PBM+Modelling+of+Bubble+Column+Bubbly+Flows_.txt,processed,0.3,0.2,0.8,1.0,0.2,0.5,0.3,0.3,0.6
101878,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase%2C+whose+activity+is+responsible++for+the+degradation+of+the+triphenylmethane+dye%2C+Brilliant+green_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
101879,Effect+of+Azolla+filiculoides+on+removal+of+reactive+red+198+in+aqueous+solution_.txt,processed,1.0,1.0,1.0,0.4,0.4,0.2,0.2,0.1,0.2
101880,Characterization+of+rubber+degrading+isolates+and+the+cloning+of+DNA+conferring+an+apparent+latex+degrading+ability_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
101881,Enzymatic+and+chemical+approaches+for+the+synthesis+of+racemic+and+enantio+-enriched+3+-aryloxy+-1%2C+2-propanediols_.txt,processed,1.0,0.9,1.0,0.9,0.8,1.0,0.8,0.9,0.9
101882,Distribution+of+microbes+producing+antimicrobial+%CE%B5-poly-L-lysine+polymers+in+soil+microflora+determined+by+a+novel+method_.txt,processed,0.8,1.0,0.6,0.4,0.3,0.4,0.4,0.3,0.4
101883,Decolorization+of+azo+dyes+using+low+iron+concentration+of+Fenton+and+Fenton-like+system_.txt,processed,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0
101884,Preparation+and+characterization+of+poly%28L-lactic+acid%29+foams_.txt,processed,0.3,0.1,0.1,0.2,0.3,0.3,0.2,0.3,0.1
101885,Evaluating+the+chronic+effects+of+nitrate+on+post-smolt+Atlantic+salmon_.txt,processed,0.2,0.1,0.1,0.3,0.3,0.2,0.1,0.1,0.1
101886,Biodegradation+ability+and+catabolic+genes+of+petroleum-degrading+Sphingomonas+koreensis+strain+ASU-06+isolated+from+Egyptian+oily+soil_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
101887,Characterization+of+aerobic+azo+dye-degrading+bacteria+and+their+activity+in+biofilms_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
101888,Wastewater+Technology+Fact+Sheet%2C+Package+Plants_.txt,processed,0.5,0.4,0.1,0.4,0.5,0.5,0.3,0.5,0.3
101889,Antigenic+variation+in+African+trypanosomes_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
101890,Studies+on+the+mutagenicity+of+hair+dyes+made+in+China_.txt,processed,1.0,1.0,1.0,0.6,0.7,0.4,0.6,0.8,0.6
101891,Barwniki+nie+tylko+do+w%C5%82%C3%B3kien_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101892,Photodegradation+of+two+commercial+dyes+in+aqueous+phase+using+different+photocatalysts_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
101893,A+novel+micro-ferrous+dosing+strategy+for+enhancing+biological+phosphorus+removal+from+municipal+wastewater_.txt,processed,1.0,1.0,0.9,0.9,0.8,0.9,0.8,0.8,0.5
101894,Characterization+of+a+Ca-alginate-immobilized+Trametes+versicolor+bioreactor+for+decolourization+and+AOX+reduction+of+paper+mill+effluents_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101895,Small+and+Decentralized+Wastewater+Management+Systems_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
101896,Biodegradation+of+azo+dyes+in+textile+effluent_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101897,Biodegradation+of+fast+green+by+Proteus+vulgaris_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
101898,Decolorization+of+triphenylmethane+dyes+by+Kurthia+spp._.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
101899,Increased+diversification+of+polyhydroxyalkanoates+by+modification+reactions+for+industrial+and+medical+applications_.txt,processed,0.9,1.0,0.8,0.3,0.3,0.3,0.2,0.3,0.3
101900,Full-scale+simultaneous+partial+nitrification%2C+anammox%2C+and+denitrification+process_.txt,processed,0.3,0.3,0.1,0.4,0.4,0.8,0.2,0.3,0.2
101901,Biological+decolorization+and+degradation+of+synthetic+dyes%3A+a+green+step+toward+sustainable+environment.+In+Microbial+rejuvenation+of+polluted+environment_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
101902,Photocatalytic+degradation+of+selected+azo+dyes_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
101903,Potential+role+of+fibroblast+growth+factor+in+enhancement+of+fracture+healing_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
101904,Farming+the+small+abalone%2C+Haliotis+diversicolor+supertexta_.txt,processed,0.1,0.9,1.0,0.3,0.8,0.8,0.2,0.2,0.3
101905,Decolorization+of+sulfonated+azo+dyes+by+Shewanella_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101906,Inorganic+sulfur+chemistry_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
101907,Microbial+decolorization+of+textile+dye+containing+effluents+review_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
101908,Color+Index_.txt,processed,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.1,0.1
101909,Cyclic+voltammetric+analysis+of+the+electron+transfer+of+Shewanella+oneidensis+MR-1+and+nanofilament+and+cytochrome+knock-out+mutants_.txt,processed,0.9,0.8,0.8,0.2,0.6,0.2,0.7,0.5,0.5
101910,Nitrogen+removal+in+recirculating+aquaculture+water+with+high+dissolved+oxygen+conditions+using+the+simultaneous+partial+nitrification%2C+anammox+and+denitrification+system_.txt,processed,0.1,0.1,0.1,0.4,0.3,0.3,0.1,0.2,0.1
101911,Biochemical+characterization+of+a+novel+azo+reductase+named+BVU5+from+the+bacterial..._.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
101912,Microbial+community+structures+in+mixed+bacterial+consortia+for+azo+dye+treatment+under+microaerophilic+conditions_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
101913,Synthesis+of+Mg%E2%80%93Zn%E2%80%93Ca+metallic+glasses+by+gas-atomization+and+their+excellent+capability+in+degrading+azo+dyes_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
101914,Role+of+vitamin+B12+dependent+enzymes+in+dye+degradation_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,0.9
101915,Potential+efficacy+of+basic+fibroblast+growth+factor+incorporated+in+biodegradable+hydrogels+for+skull+bone+regeneration_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
101916,Marine+litter+within+the+European+marine+strategy+framework+directive_.txt,processed,1.0,1.0,1.0,0.3,0.5,0.3,0.2,0.3,0.2
101917,Low-biodegradable+composite+chemical+wastewater+treatment+by+biofilm+configured+sequencing+batch+reactor+%28SBBR%29_.txt,processed,1.0,0.9,0.8,0.9,0.8,0.9,0.9,0.8,0.9
101918,Microbial+decolorization+of+textile-dye-containing+effluents%3A+a+review_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
