id,filename,baseline_newexpt_1_score,baseline_newexpt_2_score,baseline_newexpt_3_score,few_shot_newexpt_1_score,few_shot_newexpt_2_score,few_shot_newexpt_3_score,cot_newexpt_1_score,cot_newexpt_2_score,cot_newexpt_3_score
101788,Reduction+of+azo+dyes+by+redox+mediators+originating+in+the+naphthalenesulfonic+acid+degradation+pathway+of+Sphingomonas+sp.+strain+BN6_.txt,10,10,10,9,9,9,10,10,10
101789,Immunodetection+of+NAD%28P%29H%3Aquinone+oxidoreductase+1+%28NQO1%29+in+human+tissues_.txt,10,10,10,9,9,9,9,9,10
101790,Struvite+precipitation+from+various+wastewaters_.txt,10,10,10,9,9,9,10,10,10
101791,Decolourization+and+biodegradation+of+N%2CN-dimethyl-p-phenylenediamine+by+Klebsiella+pneumoniae+RS-13+and+Acetobacter+liquefaciens+S-1_.txt,10,10,10,9,9,9,10,10,10
101792,Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.txt,10,10,10,9,9,9,10,9,10
101793,Biochemical+and+molecular+characterization+of+an+Azoreductase+from+Staphylococcus+aureus%2C+a+tetrameric+NADPH%E2%80%93dependent+flavoprotein_.txt,10,10,10,9,9,10,10,10,10
101794,On-line+spectrophotometric+method+for+the+determination+of+optimum+operation+parameters+on+the+decolorization+of+Acid+Red+66+and+Direct+Blue+71+from+aqueous+solution+by+Fenton+process_.txt,10,10,10,9,9,9,10,10,10
101795,Effect+of+environmental+condition+on+biological+decolorization+of+textile+dyestuff+by+C.+versicolor_.txt,10,10,10,9,9,9,10,10,10
101796,Control+mechanisms+involved+in+the+initiation+of+mitosis_.txt,9,10,10,9,9,9,10,10,10
101797,Serotonin+syndrome%3A+presentation+of+2+cases+and+review+of+the+literature_.txt,1,2,1,2,2,2,2,2,2
101798,Microaerophilic-aerobic+sequential+batch+reactor+for+treatment+of+azo+dyes+containing+simulated+wastewater_.txt,1,1,1,2,2,2,2,2,2
101799,Lidocaine+in+refractory+status+epilepticus%3A+confirmation+of+efficacy+with+continuous+EEG+monitoring_.txt,1,1,1,2,2,2,2,2,1
101800,Treatment+of+textile+wastewater+by+homogeneous+and+heterogeneous+Fenton+oxidation+processes_.txt,10,10,10,9,9,9,9,9,10
101801,Characterization+of+a+NADH%3A+dichloroindophenol+oxidoreductase+from+Bacillus+subtilis..._.txt,10,10,10,9,9,9,10,9,9
101802,Recent+Industrial+Applications+of+Lignin%3A+A+Sustainable+Alternative+to+Nonrenewable+Materials_.txt,10,9,9,9,9,9,10,10,10
101803,Preperation%2C+characterization+and+application+of+nanosized+copper+ferrite+photocatalysts+for+dye+degradation+under+UV+irradiation_.txt,10,10,10,9,9,9,9,10,9
101804,Evaluation+of+the+mutagenic+activity+of+a+series+of+diazo+compounds+derived+from+benzidine_.txt,1,1,1,2,2,2,2,2,1
101805,Agricultural+based+activated+carbons+for+the+removal+of+dyes+from+aqueous+solutions%3A+A+review_.txt,1,1,1,2,2,2,2,2,3
101806,Acute+renal+failure+following+para-phenylenediamine+%28PPD%29+poisoning%3A+a+case+report+and+review_.txt,10,2,10,8,7,3,2,2,3
101807,Enhanced+decolorization+and+biodegradation+of+reactive+dyes+and+dye+wastewater+by+a+developed+bacterial+consortium_.txt,10,10,10,9,9,9,10,10,10
101808,Decolorization+of+the+textile+dyes+by+newly+isolated+bacterial+strains_.txt,10,10,10,9,9,9,10,10,10
101809,Adverse+neurologic+effect+of+methylene+blue+used+during+parathyroidectomy._.txt,8,7,10,8,9,8,5,2,8
101810,Serotonin+syndrome+following+Methylene+Blue+infusion%3A+a+rare+complication+of+antidepressant+therapy_.txt,10,10,10,9,9,8,8,7,8
101811,Long-term+toxicity+and+carcinogenicity+study+of+cyclamate+in+nonhuman+primates_.txt,1,1,1,2,2,2,3,2,3
101812,Development+of+novel+conductometric+biosensors+based+on+immobilized+whole+cell+Chlorella+vulgaris+microalgae_.txt,10,10,10,9,9,9,9,9,10
101813,The+pathophysiology+of+serotonin+toxicity+in+animals+and+humans%3A+implications+for+diagnosis+and+treatment_.txt,8,10,10,8,6,5,8,8,5
101814,Relative+toxicity+of+selective+serotonin+reuptake+inhibitors+%28SSRIs%29+in+overdose._.txt,1,1,1,2,2,2,2,2,3
101815,Decolorization+of+molasses+and+a+dye+by+a+newly+isolated+strain+of+the+fungus+Geotrichum+candidum+Dec+1_.txt,10,10,10,9,9,9,10,9,10
101816,Use+of+sequencing+batch+reactors+and+fenton%E2%80%99s+reagent+to+treat+a+wastewater+from+a+textile+industry_.txt,10,10,10,9,9,9,10,10,10
101817,Carrier-mediated+release+of+serotonin+by+3%2C4-methylenedioxymethamphetamine%3A+implications+for+serotonin-dopamine+interactions_.txt,10,10,10,9,9,9,10,9,10
101818,Taxonomy+and+ecology%3A+An+inseparable+pair_.txt,5,8,7,3,6,9,3,7,7
101819,Occurrence+of+multiple+metal-resistance+in+bacterial+isolates+associated+with+transgenic+white+poplars+%28Populus+alba+L.%29_.txt,10,10,10,9,9,9,10,10,10
101820,Dyes+decolorized+by+combined+SlivCV+clones_.txt,10,10,10,9,10,10,10,10,10
101821,Biodegradation+of+disperse+textile+dye+brown+3REL+by+newly+isolated+Bacillus+sp.+VUS_.txt,10,10,10,9,9,9,10,9,10
101822,Detoxification+of+azo+dyes+by+a+novel+pH-versatile%2C+salt-resistant+laccase+from+Streptomyces+ipomoea_.txt,9,10,10,9,9,9,9,10,9
101823,Bioaugmentation+on+decolorization+of+CI+Direct+Blue+71+by+using+genetically+engineered+strain+Escherichia+coli+JM109+%28pGEX-AZR%29_.txt,1,1,1,2,2,2,2,3,2
101824,Mycobacterium+smegmatis+mc2+155+fbiC+and+MSMEG_2392+are+involved+in+triphenylmethane+dye+decolorization+and+coenzyme+F420+biosynthesis_.txt,10,10,10,9,9,9,10,10,10
101825,Immersion+calorimetry+studies+of+the+interaction+of+water+with+silica+surfaces_.txt,8,10,7,9,9,9,9,10,10
101826,Bioremediation+of+pendimethalin-contaminated+soil_.txt,10,10,10,9,9,9,10,10,10
101827,Degradation+of+Azo-Dye-Rp2B+by+Pseudomonas+luteola_.txt,10,10,10,9,9,9,10,10,10
101828,Designer+self-assembling+peptide+scaffolds+for+3-D+tissue+cell+cultures+and+regenerative+medicine_.txt,10,10,10,9,9,9,10,9,10
101829,Synthesis%2C+biological+evaluation+and+physicochemical+parameter+studies+of+potential+topoisomerase+inhibitors_.txt,10,10,10,10,10,10,10,10,10
101830,CNS+toxicity+involving+methylene+blue%3A+the+exemplar+for+understanding+and+predicting+drug+interactions+that+precipitate+serotonin+toxicity_.txt,8,6,8,8,7,8,3,5,4
101831,Effect+of+carrageenan+immobilization+on+the+physiological+activities+of+Chlorella+vulgaris_.txt,10,10,10,9,9,9,10,10,10
101832,Effective+degradation+of+dyes+by+Fenton+process_.txt,10,10,10,9,9,9,10,10,10
101833,Fishing+for+energy%3A+A+public-private+partnership+approach+to+preventing+and+reducing+derelict+fishing+gear_.txt,1,1,1,2,2,2,3,3,3
101834,Synergistic+action+of+azoreductase+and+laccase+leads+to+maximal+decolourization+and..._.txt,10,10,10,9,9,9,10,10,10
101835,Monitoring+batch+processes+using+multivariate+statistical+tools%3A+Extensions+and+practical+issues_.txt,1,2,3,2,2,2,2,3,3
101836,Accumulation+and+fragmentation+of+plastic+debris+in+global+environments_.txt,5,6,5,9,8,8,9,8,7
101837,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye..._.txt,10,10,10,9,9,9,10,10,10
101838,UNEP%2FIOC+guidelines+on+survey+and+monitoring+of+marine+litter_.txt,1,1,1,2,2,2,1,2,1
101839,Ozonation+of+the+purified+hydrolyzed+azo+dye+Reactive+Red+120+%28CI%29_.txt,1,1,1,2,2,2,2,2,2
101840,Decolourization+and+detoxification+of+textile+dyes+with+a+laccase+from+Trametes+hirsute_.txt,1,1,1,2,2,2,3,2,2
101841,Malignant+diseases+Text+Book+of+Medicine_.txt,1,1,1,2,1,2,1,1,1
101842,Enhancement+of+dye+oxidation+in+the+presence+of+nitrate_.txt,10,10,10,9,9,10,10,10,10
101843,Ecofriendly+degradation+of+sulfonated+diazo+dye+C.I.+Reactive+Green+19A+using+Micrococcus+glutamicus+NCIM-2168_.txt,9,10,10,9,9,9,10,10,10
101844,Biotransformation+of+poly+R-478+by+continuous+cultures+of+PVAL-encapsulated+Trametes+versicolor+under+non-sterile+conditions_.txt,10,10,10,9,9,9,10,9,9
101845,Full+factorial+experimental+design+analysis+of+reactive+dye+removal+by+carbon+adsorption_.txt,10,10,10,9,9,10,10,10,9
101846,Dissociation+of+the+neurochemical+and+behavioral+toxicology+of+MDMA+%28%27Ecstasy%27%29+by+citalopram_.txt,1,1,1,2,2,2,2,2,2
101847,Deciphering+simultaneous+bioelectricity+generation+and+dye+decolorization+using+Proteus+hauseri_.txt,1,1,1,2,2,2,8,2,2
101848,Molecular+cloning%2C+overexpression%2C+purification%2C+and+characterization_.txt,10,10,10,9,9,9,10,10,10
101849,Sonocatalytic+degradation+of+Direct+Blue+71+azo+dye+at+the+presence+zero+valent+iron+%28ZVI%29_.txt,1,1,1,2,2,2,1,1,1
101850,Wastewater+Engineering%3A+Treatment%2C+Disposal%2C+Reuse_.txt,1,1,1,2,2,2,4,2,2
101851,The+chronic+effect+of+nitrate+on+production+performance+and+health+status+of+juvenile+turbot+%28Psetta+maxima%29_.txt,10,10,10,9,9,9,10,9,10
101852,Plastic+Accumulation+in+the+North+Atlantic+Subtropical+Gyre_.txt,1,1,2,2,2,2,1,5,3
101853,Biodegradation+of+azo+dyes+by+bacteria_.txt,1,1,1,2,2,2,2,2,1
101854,Performance+of+double-layer+biofilter+packed+with+coal+fly+ash+ceramic+granules+in+treating+highly+polluted+river+water_.txt,10,10,10,9,9,9,10,10,10
101855,Pharmacogenetics+of+antidepressant+medication+intolerance_.txt,10,10,10,9,9,9,10,10,10
101856,Identification+of+a+mutagenic+substance+in+Rubia+tinctorum_.txt,10,10,10,10,9,9,10,10,10
101857,Induction+of+settlement+in+competent+abalone+larvae_.txt,10,10,10,9,9,9,10,10,10
101858,Bubble+behaviour+and+flow+structure+of+bubble+columns_.txt,10,10,9,9,9,9,9,10,8
101859,Mechanistic+insight+into+triphenylmethane+dye+degradation_.txt,10,10,10,9,9,9,10,10,10
101860,Statistical+process+control+of+multivariate+processes_.txt,10,9,8,8,9,8,8,8,8
101861,Biodegradation+of+azo+dyes+by+the+lignin-degrading+fungus+Phanerochaete+chrysosporium_.txt,10,10,10,9,9,9,10,9,9
101862,Characteristics+of+two+classes+of+azo+dye+reductase+activity+associated+with+rat+liver+microsomal+cytochrome+P450_.txt,10,10,10,9,9,9,10,9,9
101863,Marine+debris+monitoring+programs%E2%80%94A+review+of+methods+with+special+reference+to+national+surveys_.txt,10,8,1,2,3,2,10,8,9
101864,Kinetics+and+mechanism+of+Reactive+Red+141+degradation+by+a+bacterial+isolate+Rhizobium+radiobacter+MTC+8161_.txt,10,10,10,9,9,9,10,10,10
101865,Water+pollution+biology_.txt,1,1,1,1,1,1,1,1,1
101866,Mobile+and+localized+protons%3A+a+framework+for+understanding+peptide+dissociation_.txt,8,6,8,9,9,8,8,9,8
101867,Peptone%E2%80%93induced+biodecolorization+of+Reactive+Brilliant+blue+%28KN-R%29+by+Rhodocycus+gelatinosus+XL-1_.txt,9,10,10,9,9,9,10,10,10
101868,The+induction+of+larval+settlement+and+metamorphosis+of+two+sea+urchins%2C+Pseudocentrotus+depressus+and+Anthocidaris+crassispina%2C+by+free+fatty+acids+extracted+from+the+coralline+red+alga+Corallina+pil_.txt,1,1,1,0,2,2,1,1,1
101869,Soil+reaction.+In%3A+Environmental+soil+science_.txt,1,8,8,1,3,2,1,3,3
101870,Potential+applications+of+laccase+in+the+food+industry_.txt,1,1,1,2,2,2,8,3,2
101871,Dye+adsorption+behavior+of+Luffa+cylindrica+fibers_.txt,10,10,10,9,9,9,10,9,9
101872,Isolation%2C+Identification+and+Germplasm+Preservation+of+Different+Native+Spirulina+Species+from+Western+Mexico_.txt,10,10,10,9,9,9,10,10,10
101873,Mechanisms+and+microbial+structure+of+partial+denitrification+with+high+nitrite+accumulation_.txt,10,10,10,9,9,9,10,10,10
101874,Treatment+of+dyeing+wastewater+with+ACF+electrodes_.txt,10,10,10,9,9,9,10,10,9
101875,Solid+solutioning+in+equiatomic+alloys%3A+Limit+set+by+topological+instability_.txt,8,8,9,8,8,9,6,8,8
101876,Classification+of+bacterial+azoreductases_.txt,10,10,10,9,9,9,9,10,10
101877,A+Modified+Bubble+Breakage+and+Coalescence+Model+Accounting+the+Effect+of+Bubble-Induced+Turbulence+for+CFD-PBM+Modelling+of+Bubble+Column+Bubbly+Flows_.txt,9,10,10,9,9,9,8,8,10
101878,Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase%2C+whose+activity+is+responsible++for+the+degradation+of+the+triphenylmethane+dye%2C+Brilliant+green_.txt,10,10,10,9,9,9,10,10,10
101879,Effect+of+Azolla+filiculoides+on+removal+of+reactive+red+198+in+aqueous+solution_.txt,10,10,10,9,9,9,10,10,10
101880,Characterization+of+rubber+degrading+isolates+and+the+cloning+of+DNA+conferring+an+apparent+latex+degrading+ability_.txt,10,10,10,10,9,9,10,10,10
101881,Enzymatic+and+chemical+approaches+for+the+synthesis+of+racemic+and+enantio+-enriched+3+-aryloxy+-1%2C+2-propanediols_.txt,10,10,10,9,10,9,10,10,10
101882,Distribution+of+microbes+producing+antimicrobial+%CE%B5-poly-L-lysine+polymers+in+soil+microflora+determined+by+a+novel+method_.txt,10,9,10,9,9,9,9,9,9
101883,Decolorization+of+azo+dyes+using+low+iron+concentration+of+Fenton+and+Fenton-like+system_.txt,10,10,10,9,9,9,10,10,10
101884,Preparation+and+characterization+of+poly%28L-lactic+acid%29+foams_.txt,10,10,10,9,9,9,10,10,9
101885,Evaluating+the+chronic+effects+of+nitrate+on+post-smolt+Atlantic+salmon_.txt,10,10,10,9,9,9,10,10,10
101886,Biodegradation+ability+and+catabolic+genes+of+petroleum-degrading+Sphingomonas+koreensis+strain+ASU-06+isolated+from+Egyptian+oily+soil_.txt,10,10,10,9,9,9,10,10,9
101887,Characterization+of+aerobic+azo+dye-degrading+bacteria+and+their+activity+in+biofilms_.txt,10,10,10,9,9,9,10,10,10
101888,Wastewater+Technology+Fact+Sheet%2C+Package+Plants_.txt,1,1,1,2,2,2,1,1,2
101889,Antigenic+variation+in+African+trypanosomes_.txt,1,1,1,2,2,2,4,3,3
101890,Studies+on+the+mutagenicity+of+hair+dyes+made+in+China_.txt,1,1,2,2,3,2,2,1,3
101891,Barwniki+nie+tylko+do+w%C5%82%C3%B3kien_.txt,10,10,10,9,9,9,10,10,10
101892,Photodegradation+of+two+commercial+dyes+in+aqueous+phase+using+different+photocatalysts_.txt,10,10,10,9,9,9,10,10,10
101893,A+novel+micro-ferrous+dosing+strategy+for+enhancing+biological+phosphorus+removal+from+municipal+wastewater_.txt,10,10,10,9,9,9,10,10,10
101894,Characterization+of+a+Ca-alginate-immobilized+Trametes+versicolor+bioreactor+for+decolourization+and+AOX+reduction+of+paper+mill+effluents_.txt,10,10,10,9,9,9,10,10,10
101895,Small+and+Decentralized+Wastewater+Management+Systems_.txt,1,1,1,1,2,2,1,1,1
101896,Biodegradation+of+azo+dyes+in+textile+effluent_.txt,1,1,1,2,2,2,2,2,2
101897,Biodegradation+of+fast+green+by+Proteus+vulgaris_.txt,1,1,1,2,2,2,1,1,1
101898,Decolorization+of+triphenylmethane+dyes+by+Kurthia+spp._.txt,10,10,10,10,9,9,10,10,10
101899,Increased+diversification+of+polyhydroxyalkanoates+by+modification+reactions+for+industrial+and+medical+applications_.txt,10,9,9,9,9,9,10,9,10
101900,Full-scale+simultaneous+partial+nitrification%2C+anammox%2C+and+denitrification+process_.txt,10,10,10,9,9,9,9,9,10
101901,Biological+decolorization+and+degradation+of+synthetic+dyes%3A+a+green+step+toward+sustainable+environment.+In+Microbial+rejuvenation+of+polluted+environment_.txt,1,1,1,2,2,2,1,4,1
101902,Photocatalytic+degradation+of+selected+azo+dyes_.txt,10,10,10,9,9,9,10,10,10
101903,Potential+role+of+fibroblast+growth+factor+in+enhancement+of+fracture+healing_.txt,4,10,7,8,9,10,10,9,10
101904,Farming+the+small+abalone%2C+Haliotis+diversicolor+supertexta_.txt,10,10,10,9,9,9,10,10,10
101905,Decolorization+of+sulfonated+azo+dyes+by+Shewanella_.txt,1,1,1,2,2,2,1,1,2
101906,Inorganic+sulfur+chemistry_.txt,1,1,1,1,1,1,1,1,1
101907,Microbial+decolorization+of+textile+dye+containing+effluents+review_.txt,1,1,1,2,2,2,2,2,2
101908,Color+Index_.txt,1,1,1,2,2,2,1,1,1
101909,Cyclic+voltammetric+analysis+of+the+electron+transfer+of+Shewanella+oneidensis+MR-1+and+nanofilament+and+cytochrome+knock-out+mutants_.txt,10,10,10,1,8,9,10,8,10
101910,Nitrogen+removal+in+recirculating+aquaculture+water+with+high+dissolved+oxygen+conditions+using+the+simultaneous+partial+nitrification%2C+anammox+and+denitrification+system_.txt,1,1,1,2,2,2,2,3,1
101911,Biochemical+characterization+of+a+novel+azo+reductase+named+BVU5+from+the+bacterial..._.txt,10,10,10,9,9,9,10,10,10
101912,Microbial+community+structures+in+mixed+bacterial+consortia+for+azo+dye+treatment+under+microaerophilic+conditions_.txt,10,10,10,9,9,9,10,10,10
101913,Synthesis+of+Mg%E2%80%93Zn%E2%80%93Ca+metallic+glasses+by+gas-atomization+and+their+excellent+capability+in+degrading+azo+dyes_.txt,10,10,10,9,9,9,10,10,10
101914,Role+of+vitamin+B12+dependent+enzymes+in+dye+degradation_.txt,10,10,10,9,10,9,10,10,10
101915,Potential+efficacy+of+basic+fibroblast+growth+factor+incorporated+in+biodegradable+hydrogels+for+skull+bone+regeneration_.txt,10,9,10,9,9,9,10,10,9
101916,Marine+litter+within+the+European+marine+strategy+framework+directive_.txt,1,1,2,2,2,2,5,3,5
101917,Low-biodegradable+composite+chemical+wastewater+treatment+by+biofilm+configured+sequencing+batch+reactor+%28SBBR%29_.txt,8,10,8,9,10,9,9,8,9
101918,Microbial+decolorization+of+textile-dye-containing+effluents%3A+a+review_.txt,1,1,1,2,2,2,2,3,2
101919,Dietary+nitrate+and+nitrite+and+the+risk+of+thyroid+cancer+in+the+NIH-AARP+Diet+and+Health+Study_.txt,1,10,1,1,2,2,1,1,2
101920,The+function+of+cytoplasmic+flavin+reductases+in+the+reduction+of+azo+dyes+by+bacteria_.txt,10,10,10,9,9,9,10,10,10
101921,Identification+of+NAD%28P%29H+quinone+oxidoreductase+activity+in+azoreductases+from+Pseudomonas+aeruginosa_.txt,10,10,10,9,9,9,10,10,10
101922,Identification+of+genes+required+for+decolorization+of+crystal+violet+in+Citrobacter+sp._.txt,10,10,10,9,9,9,9,9,9
101923,Fusobacterium+nucleatum+infection+is+prevalent+in+human+colorectal+carcinoma_.txt,10,10,10,9,9,10,10,10,10
101924,Handbook+of+solid+waste+management+and+waste+minimization+technologies_.txt,1,1,1,2,2,2,1,1,1
101925,Biodegradation+of+crystal+violet+by+Pseudomonas+putida_.txt,10,10,10,9,9,9,10,10,9
101926,Methylene-blue-associated+encephalopathy_.txt,10,10,10,9,9,9,5,3,3
101927,Mikroelem-terhel%C3%A9shatasa+a+repc%C3%A9rekarbon+to+scsernozjomtalajon_.txt,10,10,10,9,9,9,10,10,10
101928,Daily+fluctuations+of+exopolymers+in+cultures+of+the+benthic+diatoms_.txt,1,1,1,2,2,2,3,2,2
101929,Purification+of+domestic+wastewater+by+Spirulina+platensis_.txt,10,10,10,9,9,9,9,10,10
101930,Bergey%E2%80%99s+Manual+of+Determinative+Bacteriology%2C+9th+Ed_.txt,1,1,1,2,2,4,2,1,5
101931,Demonstration+of+Decolorization+of+Various+Dyes+by+Some+Bacterial+Isolates+Recovered+from+Textile+Effluents_.txt,10,10,10,9,9,9,10,10,10
101932,Kinetics+of+the+oxidative+decolorization+of+Reactive+Blue-19+by+acidic+bromate+in+homogeneous+and+heterogeneous+media_.txt,10,10,10,9,9,9,10,9,10
101933,Biodegradation+of+azo+dye+C.I.+Acid+Red+88+by+an+anoxic-aerobic+sequential+bioreactor_.txt,10,10,10,9,9,9,10,10,10
101934,Removal+of+Congo+red+from+an+aqueous+solution+by+fungus+Aspergillus+niger_.txt,9,10,10,9,9,9,10,10,9
101935,Decolorization+of+Azo%2C+triphenylmethane+and+anthraquinone+dyes+by+laccase+of+a+newly+isolated+Armillaria+sp.+F022_.txt,10,10,10,9,9,9,8,10,10
101936,Microbial+Degradation+of+Lignin%3A+How+a+Bulky+Recalcitrant+Polymer+is+Efficiently+Recycled+in+Nature+and+How+We+Can+Take+Advantage+of+This_.txt,8,1,1,2,3,3,8,8,2
101937,Removal+of+quinoline+yellow+catalyzed+by+TiO2_.txt,10,10,10,9,9,9,9,9,9
101938,Tissue+response+to+the+implantation+of+biodegradable+polyhydroxyalkanoate+sutures_.txt,1,1,1,2,1,1,1,1,1
101939,Evaporation+and+air-stripping+to+assess+and+reduce+ethanolamine%27s+toxicity+in+oily+wastewater_.txt,6,10,9,3,3,7,8,8,9
101940,Assessment+of+nutrient+removal+and+microbial+population+dynamics+in+a+non-aerated+vertical+baffled+flow+constructed+wetland+for+contaminated+water+treatment+with+composite+biochar+addition_.txt,10,10,10,9,9,9,10,10,10
101941,Characterization+and+use+of+a+bacterial+lignin+peroxidase+with+an+improved+manganese-oxidative+activity_.txt,10,10,10,9,10,9,10,10,10
101942,A+comparison+of+ammonium+and+nitrate+as+nitrogen+sources+for+photolithotrophs_.txt,10,9,10,8,5,8,9,7,8
101943,An+azoreductase%2C+aerobic+NADH-dependent+flavoprotein+discovered+from+Bacillus+sp.%3A+functional+expression+and+enzymatic+characterization_.txt,10,10,9,9,9,9,10,9,9
101944,Crystallization+phenomena+in+bacterial+poly%283-hydroxybutyrate%29%3A+2.+Embrittlement+and+rejuvenation_.txt,10,10,10,9,9,9,10,10,10
101945,Biodegradation+and+biosorption+for+decolorization+of+synthetic+dyes+by+Funalia+trogii_.txt,10,10,10,9,9,9,10,10,10
101946,Some+properties+of+a+sequencing+batch+reactor+system+for+removal+of+vat+dyes_.txt,10,10,10,9,9,9,9,10,9
101947,Biocatalytic+approach%3A+A+paradigm+towards+the+synthesis+of+pharmaceutically+important+enantiopure+scaffolds_.txt,10,10,10,10,9,9,10,10,10
101948,Biodegradation+of+triphenylmethane+dyes+by+Kurthia+sp.%2C+Enzyme+and..._.txt,1,1,1,2,2,2,3,2,2
101949,Degradation+of+reactive+red+194+and+reactive+yellow+145+azo+dyes+by+O3+and+H2O2%2FUV-C+processes_.txt,10,10,10,9,9,9,10,10,10
101950,Recent+technological+developments+in+light+microscopy_.txt,1,1,1,2,2,2,3,1,2
101951,Nitrate+removal+efficiency+and+bacterial+community+of+polycaprolactone-packed+bioreactors_.txt,9,10,10,9,9,9,10,10,10
101952,Cell+behavior+of+HaCat+on+the+solid-walled+and+nanofibrous+matrices_.txt,10,9,10,9,9,9,10,10,9
101953,Effects+of+tween+20%C2%AE+and+tween+80%C2%AE+on+the+stability+of+albutropin..._.txt,10,10,10,9,9,9,9,10,9
101954,Characterization+of+aerobic+azo+dye+degrading+bacteria+and+their+activity+on+biofilms_.txt,9,8,1,2,1,4,2,10,5
101955,Biodegradation+of+triphenylmethane+dyes+by+Mycobacterium+smegmatis_.txt,10,10,10,9,9,9,10,10,10
