temperature,duration,pH,source_file,type_of_dye,type_of_fungi,concentration_of_dye,concentration_of_fungi,method_of_agitation,decolorization_result,additional_information,fungal_form
Not specified,Not specified,Not specified,Triphenylmethane+reductase+from+Citrobacter+sp._.csv,Crystal violet,Rhodococcus erythropolis,Not specified,Not specified,Not specified,Decolorization observed,Banding patterns similar to Amycolatopsis orientalis.,whole fungi
Not specified,Not specified,Not specified,Triphenylmethane+reductase+from+Citrobacter+sp._.csv,Crystal violet,Mycobacterium smegmatis,Not specified,Not specified,Not specified,Decolorization observed,Banding patterns similar to Amycolatopsis orientalis.,whole fungi
Not specified,Not specified,Not specified,Triphenylmethane+reductase+from+Citrobacter+sp._.csv,Crystal violet,"Combined clones (SlivCV2, SlivCV4, SlivCV6)",Not specified,Not specified,Not specified,Complete decolorization,Combination of all three clones was essential for complete decolorization.,whole fungi
30 °C,not specified,7,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.csv,Acid Maroon V,Enterobacter dissolvens,100 mg l-1,10% (v/v),static,119.34±7.4 U ml-1,,whole fungi
30 °C,not specified,7,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.csv,Acid Maroon V,Pseudomonas aeruginosa,100 mg l-1,10% (v/v),static,51.58±2.8 U ml-1,,whole fungi
30 °C,4 min,7,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.csv,Methyl Red,Enterobacter dissolvens,24 µM,not specified,not specified,287.07±12 U ml-1,,whole fungi
30 °C,4 min,7,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.csv,Methyl Red,Pseudomonas aeruginosa,24 µM,not specified,not specified,205.33±8 U ml-1,,whole fungi
30 °C,not specified,not specified,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.csv,Methyl Red,Enterobacter dissolvens,24 µM,not specified,not specified,318.57±4.8 U ml-1,NADH at 1 mM concentration,whole fungi
30 °C,not specified,not specified,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.csv,Methyl Red,Pseudomonas aeruginosa,24 µM,not specified,not specified,169.34±3.4 U ml-1,NADH at 1 mM concentration,whole fungi
30 °C,not specified,3,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.csv,Acid Maroon V,Enterobacter dissolvens,100 mg l-1,10% (v/v),static,23.20% of max activity,,whole fungi
30 °C,not specified,10,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.csv,Acid Maroon V,Enterobacter dissolvens,100 mg l-1,10% (v/v),static,6.29% of max activity,,whole fungi
30 °C,not specified,7,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.csv,Acid Maroon V,Enterobacter dissolvens,100 mg l-1,10% (v/v),static,max activity 315.58±8.4 U ml-1,,whole fungi
30 °C,not specified,7,Biodecolorization+of+textile+azo+dye+using+Bacillus+sp.+strain+CH12+isolated+from+alkaline+lake_.csv,Acid Maroon V,Pseudomonas aeruginosa,100 mg l-1,10% (v/v),static,max activity 161.71±2.7 U ml-1,,whole fungi
30°C,1 hour,3.5,Screening+of+novel+laccase+producers+-+Isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_.csv,crystal violet,Kabatiella bupleuri,250 mg/L,unknown,shaking (150 rpm),40.4%,puriﬁed laccase from K. bupleuri was used.,fungal mass
30°C,1 hour,3.5,Screening+of+novel+laccase+producers+-+Isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_.csv,alkaline fuchsin,Kabatiella bupleuri,250 mg/L,unknown,shaking (150 rpm),31.7%,puriﬁed laccase from K. bupleuri was used.,fungal mass
30°C,1 hour,3.5,Screening+of+novel+laccase+producers+-+Isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_.csv,Coomassie Brilliant Blue,Kabatiella bupleuri,250 mg/L,unknown,shaking (150 rpm),19.8%,puriﬁed laccase from K. bupleuri was used.,fungal mass
30°C,1 hour,3.5,Screening+of+novel+laccase+producers+-+Isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_.csv,methylene blue,Kabatiella bupleuri,250 mg/L,unknown,shaking (150 rpm),18.2%,puriﬁed laccase from K. bupleuri was used.,fungal mass
30 °C,not specified,not specified,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans..._.csv,Acid Maroon V,Enterobacter dissolvens,100 mg l-1,10% (v/v),static,119.34±7.4 U ml-1,specific activity of 18.05±1.12 U mg-1 protein,whole fungi
30 °C,not specified,not specified,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans..._.csv,Acid Maroon V,Pseudomonas aeruginosa,100 mg l-1,10% (v/v),static,51.58±2.8 U ml-1,specific activity of 14.36±0.78 U mg-1 protein,whole fungi
30 °C,4 min pre-incubation,7,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans..._.csv,Methyl Red,Enterobacter dissolvens,24 µM,not specified,not specified,287.07±12 U ml-1,assessed with a UV-visible spectrophotometer,whole fungi
30 °C,4 min pre-incubation,7,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans..._.csv,Methyl Red,Pseudomonas aeruginosa,24 µM,not specified,not specified,205.33±8 U ml-1,assessed with a UV-visible spectrophotometer,whole fungi
26-30 °C,not specified,not specified,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans..._.csv,Methyl Red,Enterobacter dissolvens,24 µM,not specified,not specified,varied with different concentrations of NADH,maximal activity at 1 mM NADH,whole fungi
not specified,not specified,not specified,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans..._.csv,various dyes,Enterobacter dissolvens,not specified,not specified,not specified,shown with different dyes,substrate specificity assessed,whole fungi
not specified,not specified,not specified,Purification+and+partial+characterization+of+azoreductase+from+Enterobacter+agglomerans..._.csv,various dyes,Pseudomonas aeruginosa,not specified,not specified,not specified,shown with different dyes,substrate specificity assessed,whole fungi
30°C,4 days,6.5,Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.csv,Acid orange 7,P. chrysosporium 787,50 µM,105 spores/ml,shaking,94.8%,Mycelial growth reached 54.0 mg.,mycelium
30°C,4 days,6.5,Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.csv,Acid orange 7,S. commune,50 µM,105 spores/ml,shaking,96.7%,Mycelial growth reached 60 mg.,mycelium
30°C,4 days,6.5,Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.csv,Acid orange 7,L. eximia,50 µM,105 spores/ml,shaking,95.5%,Mycelial growth reached 56.0 mg.,mycelium
30°C,4 days,6.5,Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.csv,Methyl red,P. chrysosporium 787,50 µM,105 spores/ml,shaking,92.2%,Mycelial growth reached 56.0 mg.,mycelium
30°C,4 days,6.5,Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.csv,Methyl red,S. commune,50 µM,105 spores/ml,shaking,98.5%,Mycelial growth reached 62.0 mg.,mycelium
30°C,4 days,6.5,Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.csv,Methyl red,L. eximia,50 µM,105 spores/ml,shaking,96.0%,Mycelial growth reached 58.0 mg.,mycelium
30°C,4 days,6.5,Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.csv,Evans blue,P. chrysosporium 787,50 µM,105 spores/ml,shaking,90.2%,Mycelial growth reached 53.0 mg.,mycelium
30°C,4 days,6.5,Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.csv,Evans blue,S. commune,50 µM,105 spores/ml,shaking,97.4%,Mycelial growth reached 58.0 mg.,mycelium
30°C,4 days,6.5,Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_.csv,Evans blue,L. eximia,50 µM,105 spores/ml,shaking,95.5%,Mycelial growth reached 54.0 mg.,mycelium
30 °C,not specified,5.0,Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta+and+Pleurotus+eryngii+in+a+manganese-independent+reaction_.csv,Remazol Brilliant Blue R (RBBR),Bjerkandera sp. strain B33/3,0.05 mM,not specified,not specified,not specified,Spectrophotometric assay measuring decrease in absorbance at 595 nm.,not specified
30 °C,not specified,3.0 and 5.0,Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta+and+Pleurotus+eryngii+in+a+manganese-independent+reaction_.csv,"2,6-dimethoxyphenol (DMP)",Bjerkandera sp. strain B33/3,1 mM,not specified,not specified,not specified,Oxidation measured by absorbance at 469 nm.,not specified
30 °C,not specified,3.0 and 5.0,Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta+and+Pleurotus+eryngii+in+a+manganese-independent+reaction_.csv,veratryl alcohol (VA),Bjerkandera sp. strain B33/3,4.0 mM,not specified,not specified,not specified,Oxidation measured by absorbance at 310 nm.,not specified
30 °C,not specified,5.0,Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta+and+Pleurotus+eryngii+in+a+manganese-independent+reaction_.csv,manganese(II),Bjerkandera sp. strain B33/3,0.1 mM MnSO4,not specified,not specified,not specified,Enzymatic activity assayed by measuring decrease in absorbance at 238 nm.,not specified
25 °C,not specified,5.0,Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta+and+Pleurotus+eryngii+in+a+manganese-independent+reaction_.csv,ABTS,Bjerkandera sp. strain B33/3,0.5 mM,not specified,not specified,not specified,Enzymatic activity assayed by measuring decrease in absorbance at 420 nm.,not specified
room temperature (25 °C),3 hours,5.0,Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_.csv,Diamond Black PV 200,Trametes modesta,0.56 g/L,100 nkat/mL,stirring,decolorized to about 10% of original signal,HPLC/MS analysis performed,mycelial mats
room temperature (25 °C),variable,3 to 7 (optimum at 5),Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_.csv,Diamond Black PV 200,Trametes modesta,0.01 to 1.5 mM,variable based on conditions,not specifically mentioned,rates varied; highest at pH 5,Initial rates determined from HPLC analysis,mycelial mats
room temperature (25 °C),variable,4 to 5,Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_.csv,3-sulfophenyl-azo-dye,Trametes modesta,0.01 to 1.5 mM,variable based on conditions,not specifically mentioned,decolorization observed,Kinetic studies were similar to Diamond Black PV,mycelial mats
room temperature (25 °C),variable,4 to 5,Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_.csv,4-sulfophenyl-azo-dye,Trametes modesta,0.01 to 1.5 mM,variable based on conditions,not specifically mentioned,decolorization observed,Kinetic studies were similar to Diamond Black PV,mycelial mats
room temperature (25 °C),variable,4 to 5,Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_.csv,naphthyl-azo-dye,Trametes modesta,0.01 to 1.5 mM,variable based on conditions,not specifically mentioned,decolorization observed,Kinetic studies were similar to Diamond Black PV,mycelial mats
room temperature (25 °C),variable,4 to 5,Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_.csv,nitro-substituted azo-dye,Trametes modesta,0.01 to 1.5 mM,variable based on conditions,not specifically mentioned,decoupled transformation rates,Kinetic studies were similar to Diamond Black PV,mycelial mats
30°C,10 days,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Reactive Blue 21,Pleurotus eryngii,50 mg/l,Not specified,150 rpm,98.4%,,mycelium
30°C,10 days,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Reactive Yellow 160,Pleurotus eryngii,50 mg/l,Not specified,150 rpm,96.8%,,mycelium
30°C,10 days,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Reactive Orange 122,Pleurotus eryngii,50 mg/l,Not specified,150 rpm,97.1%,,mycelium
30°C,10 days,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Direct Congo Red,Pleurotus eryngii,50 mg/l,Not specified,150 rpm,97.8%,,mycelium
30°C,10 days,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Direct Yellow 5g,Pleurotus eryngii,50 mg/l,Not specified,150 rpm,76%,,mycelium
30°C,10 days,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Acid Methyl Orange,Pleurotus eryngii,50 mg/l,Not specified,150 rpm,61.1%,,mycelium
30°C,10 days,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Acid Eriochrome Black T,Pleurotus eryngii,50 mg/l,Not specified,150 rpm,96.9%,,mycelium
30°C,72 hours,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Reactive Blue 21,Pleurotus eryngii (free),50 mg/l,Not specified,150 rpm,50.8%,,mycelium
30°C,72 hours,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Reactive Blue 21,Pleurotus eryngii (immobilized on wheat straw),50 mg/l,Not specified,150 rpm,57.5%,,mycelium
30°C,72 hours,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Reactive Blue 21,Pleurotus eryngii (immobilized on rice straw),50 mg/l,Not specified,150 rpm,32.5%,,mycelium
30°C,72 hours,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Reactive Blue 21,Pleurotus eryngii (immobilized on sugar cane waste),50 mg/l,Not specified,150 rpm,83.5%,,mycelium
30°C,72 hours,Not specified,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Reactive Blue 21,Pleurotus eryngii (immobilized on wheat bran),50 mg/l,Not specified,150 rpm,62.2%,,mycelium
Not specified,Not specified,10,Decolorization+of+azo+dye+R016+in+different+reactors+by+immobilized+Irpex+lacteus_.csv,Textile effluent,Pleurotus eryngii (immobilized),Not specified,Not specified,Not specified,96% color removal,Various nutrient reductions including BOD and COD were also recorded.,mycelium
40°C,5 h,9.0,Improving+the+indigo+carmine+decolorization+ability+of+a+Bacillus+amyloliquefaciens+laccase+by+site-directed+mutagenesis_.csv,Indigo carmine,Bacillus amyloliquefaciens (laccase),25 mg L-1,100 U L-1,shaking,>92%,D501G mutant showed 3.5 times higher decolorization than wild-type.,whole fungi
40°C,5 h,9.0,Improving+the+indigo+carmine+decolorization+ability+of+a+Bacillus+amyloliquefaciens+laccase+by+site-directed+mutagenesis_.csv,Indigo carmine,Bacillus amyloliquefaciens (wild-type laccase),25 mg L-1,100 U L-1,shaking,26%,No obvious decolorization in the first 1 h.,whole fungi
25°C,varies,4.5,Fed+Batch+Experiment+for+Laccase+Production_.csv,ABTS,Melanocarpus albomyces,5 mM,Culture filtrate,shaking,Detected,,mycelium
25°C,varies,6,Fed+Batch+Experiment+for+Laccase+Production_.csv,Guaiacol,Melanocarpus albomyces,1.5 mM,Culture filtrate,shaking,Detected,,mycelium
25°C,varies,4.5,Fed+Batch+Experiment+for+Laccase+Production_.csv,"2,6-Dimethoxyphenol",Melanocarpus albomyces,0.8 mM,Culture filtrate,shaking,Detected,,mycelium
25°C,varies,6,Fed+Batch+Experiment+for+Laccase+Production_.csv,Syringaldazine,Melanocarpus albomyces,0.06 mM,Culture filtrate,shaking,Detected,,mycelium
40-60°C,up to 2 hours,5-8,Fed+Batch+Experiment+for+Laccase+Production_.csv,Guaiacol,Melanocarpus albomyces,1.5 mM,Culture filtrate,shaking,75% activity retained at pH 8,High thermostability observed,mycelium
25°C,2 days,4.5,Fed+Batch+Experiment+for+Laccase+Production_.csv,ABTS,Melanocarpus albomyces,5 mM,recombinant laccase,shaking,Very low production before modifications,Production improved after replacing signal sequences,non-fused enzyme
